symbol,date,open,high,low,close,volume
TXG,2024-11-25 09:30:00-05:00,14.670000076293945,14.84000015258789,14.613900184631348,14.760000228881836,42447.0
TXG,2024-11-25 09:31:00-05:00,14.760000228881836,14.949999809265137,14.720000267028809,14.949999809265137,4366.0
TXG,2024-11-25 09:32:00-05:00,14.895000457763672,14.895000457763672,14.734999656677246,14.770000457763672,3544.0
TXG,2024-11-25 09:33:00-05:00,14.774999618530273,14.859999656677246,14.774999618530273,14.859999656677246,3761.0
TXG,2024-11-25 09:34:00-05:00,14.884699821472168,14.884699821472168,14.884699821472168,14.884699821472168,705.0
TXG,2024-11-25 09:35:00-05:00,14.90999984741211,14.960000038146973,14.890000343322754,14.930000305175781,7313.0
TXG,2024-11-25 09:36:00-05:00,14.904999732971191,14.920000076293945,14.797900199890137,14.829999923706055,13722.0
TXG,2024-11-25 09:37:00-05:00,14.890000343322754,14.890000343322754,14.850000381469727,14.850000381469727,4626.0
TXG,2024-11-25 09:38:00-05:00,14.819999694824219,14.920000076293945,14.819999694824219,14.920000076293945,4106.0
TXG,2024-11-25 09:39:00-05:00,14.899999618530273,15.020000457763672,14.850299835205078,15.010000228881836,10815.0
TXG,2024-11-25 09:40:00-05:00,15.029999732971191,15.09000015258789,14.989999771118164,15.09000015258789,8599.0
TXG,2024-11-25 09:41:00-05:00,15.0600004196167,15.0600004196167,14.989999771118164,15.04520034790039,4673.0
TXG,2024-11-25 09:42:00-05:00,15.055000305175781,15.055000305175781,15.020000457763672,15.020000457763672,4333.0
TXG,2024-11-25 09:43:00-05:00,15.020000457763672,15.024999618530273,15.0,15.020000457763672,5380.0
TXG,2024-11-25 09:44:00-05:00,14.960000038146973,15.020000457763672,14.9399995803833,14.970000267028809,3388.0
TXG,2024-11-25 09:45:00-05:00,14.960000038146973,15.026000022888184,14.949999809265137,14.989999771118164,3418.0
TXG,2024-11-25 09:46:00-05:00,15.029999732971191,15.140000343322754,15.029999732971191,15.130000114440918,4492.0
TXG,2024-11-25 09:47:00-05:00,15.114999771118164,15.140000343322754,15.076299667358398,15.140000343322754,5514.0
TXG,2024-11-25 09:48:00-05:00,15.149999618530273,15.180000305175781,15.102999687194824,15.149999618530273,8200.0
TXG,2024-11-25 09:49:00-05:00,15.119999885559082,15.119999885559082,15.050000190734863,15.050000190734863,4132.0
TXG,2024-11-25 09:50:00-05:00,15.020000457763672,15.050000190734863,15.020000457763672,15.029999732971191,1666.0
TXG,2024-11-25 09:51:00-05:00,15.020000457763672,15.020000457763672,14.9350004196167,14.9350004196167,3574.0
TXG,2024-11-25 09:52:00-05:00,14.9350004196167,14.979999542236328,14.930000305175781,14.979999542236328,4723.0
TXG,2024-11-25 09:53:00-05:00,15.0,15.01200008392334,14.989999771118164,14.989999771118164,3167.0
TXG,2024-11-25 09:54:00-05:00,14.920000076293945,14.960000038146973,14.920000076293945,14.960000038146973,1482.0
TXG,2024-11-25 09:55:00-05:00,14.970000267028809,15.0,14.885000228881836,14.885000228881836,9637.0
TXG,2024-11-25 09:56:00-05:00,14.904999732971191,14.930000305175781,14.904999732971191,14.930000305175781,5605.0
TXG,2024-11-25 09:57:00-05:00,14.949999809265137,14.949999809265137,14.899999618530273,14.899999618530273,1352.0
TXG,2024-11-25 09:58:00-05:00,14.930000305175781,14.999899864196777,14.930000305175781,14.949999809265137,2572.0
TXG,2024-11-25 09:59:00-05:00,14.979999542236328,15.039999961853027,14.979999542236328,15.039999961853027,1499.0
TXG,2024-11-25 10:00:00-05:00,15.020000457763672,15.020000457763672,14.930000305175781,14.930000305175781,7297.0
TXG,2024-11-25 10:01:00-05:00,14.914999961853027,14.960000038146973,14.870100021362305,14.899999618530273,6029.0
TXG,2024-11-25 10:02:00-05:00,14.875,14.875,14.840100288391113,14.859999656677246,3053.0
TXG,2024-11-25 10:03:00-05:00,14.850000381469727,14.850000381469727,14.789999961853027,14.824999809265137,14952.0
TXG,2024-11-25 10:04:00-05:00,14.829999923706055,14.900699615478516,14.829999923706055,14.899999618530273,5707.0
TXG,2024-11-25 10:05:00-05:00,14.90999984741211,14.920000076293945,14.890399932861328,14.890399932861328,1915.0
TXG,2024-11-25 10:06:00-05:00,14.920000076293945,14.944999694824219,14.920000076293945,14.944999694824219,1477.0
TXG,2024-11-25 10:07:00-05:00,14.9399995803833,14.9399995803833,14.920000076293945,14.920000076293945,2799.0
TXG,2024-11-25 10:08:00-05:00,14.9399995803833,14.96500015258789,14.930000305175781,14.930000305175781,3500.0
TXG,2024-11-25 10:09:00-05:00,14.9350004196167,14.9399995803833,14.9350004196167,14.9399995803833,1026.0
TXG,2024-11-25 10:10:00-05:00,14.90999984741211,14.90999984741211,14.90999984741211,14.90999984741211,604.0
TXG,2024-11-25 10:11:00-05:00,14.899999618530273,14.9399995803833,14.899999618530273,14.90999984741211,3191.0
TXG,2024-11-25 10:12:00-05:00,14.84000015258789,14.859999656677246,14.84000015258789,14.845000267028809,542.0
TXG,2024-11-25 10:13:00-05:00,14.850000381469727,14.869999885559082,14.830100059509277,14.833499908447266,3252.0
TXG,2024-11-25 10:14:00-05:00,14.859999656677246,14.925000190734863,14.859999656677246,14.925000190734863,2146.0
TXG,2024-11-25 10:15:00-05:00,14.930000305175781,14.994999885559082,14.930000305175781,14.994999885559082,4178.0
TXG,2024-11-25 10:16:00-05:00,14.979999542236328,15.010000228881836,14.979999542236328,14.994999885559082,1806.0
TXG,2024-11-25 10:17:00-05:00,14.991499900817871,15.020000457763672,14.991499900817871,15.020000457763672,3201.0
TXG,2024-11-25 10:18:00-05:00,15.039999961853027,15.085000038146973,15.039999961853027,15.085000038146973,2780.0
TXG,2024-11-25 10:19:00-05:00,15.0600004196167,15.112199783325195,15.0600004196167,15.069999694824219,3428.0
TXG,2024-11-25 10:20:00-05:00,15.119999885559082,15.130000114440918,15.109999656677246,15.130000114440918,1418.0
TXG,2024-11-25 10:21:00-05:00,15.149999618530273,15.149999618530273,15.130000114440918,15.140000343322754,1542.0
TXG,2024-11-25 10:22:00-05:00,15.164999961853027,15.164999961853027,15.140000343322754,15.15999984741211,1386.0
TXG,2024-11-25 10:23:00-05:00,15.140000343322754,15.15999984741211,15.119999885559082,15.149999618530273,4159.0
TXG,2024-11-25 10:24:00-05:00,15.15999984741211,15.15999984741211,15.15999984741211,15.15999984741211,609.0
TXG,2024-11-25 10:25:00-05:00,15.15999984741211,15.170000076293945,15.15999984741211,15.15999984741211,4469.0
TXG,2024-11-25 10:26:00-05:00,15.140000343322754,15.15999984741211,15.125,15.140600204467773,3446.0
TXG,2024-11-25 10:27:00-05:00,15.145000457763672,15.179900169372559,15.145000457763672,15.154999732971191,2205.0
TXG,2024-11-25 10:28:00-05:00,15.130000114440918,15.15999984741211,15.130000114440918,15.15999984741211,4435.0
TXG,2024-11-25 10:29:00-05:00,15.149999618530273,15.180000305175781,15.149999618530273,15.180000305175781,2400.0
TXG,2024-11-25 10:30:00-05:00,15.164999961853027,15.164999961853027,15.149999618530273,15.15999984741211,2565.0
TXG,2024-11-25 10:31:00-05:00,15.151100158691406,15.180000305175781,15.151100158691406,15.180000305175781,1695.0
TXG,2024-11-25 10:32:00-05:00,15.199999809265137,15.239999771118164,15.199999809265137,15.234999656677246,5775.0
TXG,2024-11-25 10:33:00-05:00,15.25,15.300000190734863,15.239999771118164,15.300000190734863,4597.0
TXG,2024-11-25 10:34:00-05:00,15.300000190734863,15.300000190734863,15.260000228881836,15.289999961853027,4428.0
TXG,2024-11-25 10:35:00-05:00,15.300000190734863,15.319999694824219,15.300000190734863,15.319999694824219,2538.0
TXG,2024-11-25 10:36:00-05:00,15.3100004196167,15.3100004196167,15.260000228881836,15.289999961853027,4790.0
TXG,2024-11-25 10:37:00-05:00,15.329999923706055,15.34000015258789,15.300000190734863,15.324000358581543,9898.0
TXG,2024-11-25 10:38:00-05:00,15.319999694824219,15.4399995803833,15.319999694824219,15.4399995803833,4516.0
TXG,2024-11-25 10:39:00-05:00,15.430000305175781,15.430000305175781,15.40999984741211,15.40999984741211,4232.0
TXG,2024-11-25 10:40:00-05:00,15.420000076293945,15.4350004196167,15.391599655151367,15.391599655151367,6219.0
TXG,2024-11-25 10:41:00-05:00,15.399999618530273,15.4399995803833,15.399999618530273,15.425000190734863,3474.0
TXG,2024-11-25 10:42:00-05:00,15.399999618530273,15.40999984741211,15.359999656677246,15.390000343322754,5276.0
TXG,2024-11-25 10:44:00-05:00,15.399999618530273,15.420000076293945,15.359999656677246,15.380000114440918,5390.0
TXG,2024-11-25 10:45:00-05:00,15.380000114440918,15.390000343322754,15.37909984588623,15.390000343322754,3646.0
TXG,2024-11-25 10:46:00-05:00,15.380000114440918,15.430000305175781,15.359999656677246,15.430000305175781,8406.0
TXG,2024-11-25 10:47:00-05:00,15.425000190734863,15.430000305175781,15.390000343322754,15.390000343322754,5214.0
TXG,2024-11-25 10:48:00-05:00,15.378299713134766,15.460000038146973,15.378299713134766,15.40999984741211,5841.0
TXG,2024-11-25 10:49:00-05:00,15.420000076293945,15.449999809265137,15.40999984741211,15.449999809265137,2693.0
